citric acid,residual sugar,chlorides,density,pH,sulphates,alcohol,total acidity,sulphur bound
0.29,2.2,0.054,0.99666,3.4,0.76,10.9,7.65,68.0
0.02,2.1,0.066,0.9972,3.47,0.67,9.5,7.65,33.0
0.05,2.0,0.07,0.99562,3.51,0.66,10.8,7.609999999999999,20.0
0.0,1.4,0.07,0.99593,3.25,0.64,10.0,8.83,20.0
0.18,2.1,0.042,0.9924,3.46,0.87,12.9,5.609999999999999,117.0
0.09,2.1,0.062,0.99584,3.35,0.54,10.5,7.51,13.0
0.09,1.7,0.089,0.99402,3.67,0.56,11.6,6.140000000000001,42.0
0.0,1.2,0.065,0.9946,3.39,0.47,10.0,7.95,36.0
0.3,1.9,0.065,0.99774,3.32,0.71,10.5,9.6,25.0
0.45,2.0,0.082,0.9988,2.94,0.66,9.2,11.64,21.0
0.37,2.2,0.057,0.99614,3.23,0.49,9.3,10.43,50.0
0.66,2.95,0.116,0.997,3.24,0.75,11.7,10.92,41.0
0.2,2.1,0.097,0.99733,3.13,0.48,9.2,9.16,136.0
0.14,2.4,0.114,0.99732,3.66,0.65,9.8,6.96,46.0
0.1,2.1,0.112,0.9963,3.26,0.5,9.5,8.665000000000001,33.0
0.39,2.0,0.061,0.9981,3.18,0.62,9.5,11.16,22.0
0.07,2.5,0.091,0.99572,3.38,0.6,11.3,7.6899999999999995,36.0
0.48,1.9,0.066,0.99724,3.33,0.87,10.9,10.66,16.0
0.4,2.2,0.058,0.99536,3.31,0.68,11.2,8.51,16.0
0.52,1.8,0.132,0.99734,3.28,0.77,11.5,11.22,61.0
0.3,2.0,0.085,0.99346,3.33,0.46,11.9,7.43,45.0
0.76,1.8,0.611,0.9968,3.06,1.26,9.4,8.11,53.0
0.38,1.5,0.058,0.99676,3.26,0.82,10.6,10.25,78.0
0.01,2.3,0.079,0.99514,3.4,0.61,10.9,7.699999999999999,61.0
0.48,1.8,0.067,0.9967,3.32,1.04,10.6,9.379999999999999,72.0
0.24,2.5,0.078,0.99648,3.6,0.59,11.1,7.7299999999999995,94.0
0.34,2.7,0.087,0.9982,3.26,0.61,9.5,9.32,146.0
0.0,1.8,0.05,0.9916,3.68,0.79,14.0,5.54,90.0
0.24,2.8,0.105,0.9998,3.24,0.67,9.9,11.040000000000001,82.0
0.46,2.1,0.074,0.99534,3.4,0.85,11.0,7.5600000000000005,68.0
0.2,2.8,0.09,0.998,3.34,0.7,9.6,8.87,76.0
0.0,2.3,0.166,0.99551,3.56,0.51,10.8,7.385,18.0
0.15,1.8,0.118,0.9954,3.42,0.67,11.3,7.47,33.0
0.72,2.2,0.072,0.9987,2.88,0.82,9.8,12.91,35.0
0.49,2.7,0.098,1.0004,3.16,0.61,10.3,12.280000000000001,54.0
0.22,2.3,0.075,0.99688,3.24,0.54,9.5,8.715,94.0
0.5,2.0,0.337,0.9964,3.04,1.61,9.5,9.49,108.0
0.09,5.5,0.117,0.99655,3.35,0.49,10.8,7.324999999999999,26.0
0.25,2.6,0.073,0.99615,3.37,0.58,10.5,8.13,92.0
0.14,2.5,0.093,0.99724,3.36,0.54,10.1,9.15,67.0
0.02,2.6,0.077,0.99557,3.36,0.62,10.8,8.07,46.0
0.64,2.1,0.059,0.998,3.21,0.67,10.2,12.04,20.0
0.14,2.5,0.086,0.99824,3.34,0.64,10.5,9.65,39.0
0.2,1.5,0.08,0.9972,3.16,1.12,9.1,8.925,146.0
0.1,2.3,0.074,0.9959,3.42,0.58,10.2,7.390000000000001,42.0
0.54,2.8,0.103,0.99939,3.21,0.76,11.3,13.01,60.0
0.0,2.2,0.065,0.99378,3.49,0.52,11.6,7.195,80.0
0.37,1.4,0.076,0.9974,3.26,0.7,9.6,8.56,31.0
0.21,1.7,0.074,0.9968,3.2,0.52,9.5,8.93,18.0
0.0,1.8,0.044,0.99157,3.68,0.73,13.6,5.52,106.0
0.49,4.2,0.095,1.00315,2.92,0.74,11.1,16.145,33.0
0.12,5.1,0.111,0.9983,3.26,0.77,9.4,8.13,160.0
0.01,1.5,0.06,0.9952,3.4,0.58,9.8,7.1,43.0
0.0,2.4,0.052,0.99318,3.35,0.66,12.7,7.76,17.0
0.01,2.0,0.074,0.99748,3.48,0.65,9.8,8.01,51.0
0.0,2.1,0.079,0.9956,3.39,0.84,11.4,7.54,94.0
0.13,2.0,0.076,0.9973,3.61,0.64,9.8,7.24,51.0
0.58,3.7,0.174,0.997,3.19,0.7,11.3,10.74,22.0
0.52,2.8,0.159,0.9998,3.18,0.64,9.4,10.64,90.0
0.55,2.3,0.084,1.0,3.17,0.71,9.5,11.87,19.0
0.26,3.8,0.107,0.99668,3.26,0.46,9.2,8.67,98.0
0.42,1.8,0.077,0.9976,3.21,1.05,10.8,10.74,28.0
0.21,2.2,0.077,0.9956,3.27,0.45,9.9,8.34,165.0
0.67,3.0,0.093,0.9986,3.02,0.93,12.0,14.290000000000001,21.0
0.34,5.1,0.062,0.9974,3.22,0.94,10.9,8.44,30.0
0.26,2.0,0.088,0.9981,3.41,0.74,9.2,8.34,71.0
0.01,1.8,0.088,0.99568,3.32,0.56,10.5,8.28,30.0
0.03,2.2,0.08,0.99745,3.53,0.58,9.8,7.83,105.0
0.09,2.3,0.065,0.99417,3.46,0.74,12.7,8.37,79.0
0.57,2.3,0.106,0.99605,3.36,0.55,11.4,7.88,17.0
0.24,2.2,0.087,0.9988,3.14,0.6,10.2,10.28,33.0
0.5,4.3,0.046,0.9902,3.49,0.66,13.6,5.4,109.0
0.65,7.5,0.096,0.9976,2.98,0.84,14.9,16.26,93.0
0.17,2.0,0.073,0.9972,3.29,0.61,9.2,8.42,24.0
0.09,1.5,0.172,0.994,3.5,0.48,9.8,6.83,26.0
0.36,2.3,0.075,0.9976,3.34,0.46,9.4,8.43,58.0
0.26,1.9,0.079,0.9964,3.23,0.54,9.5,8.42,182.0
0.33,1.8,0.059,0.99531,3.36,0.64,10.1,7.13,44.0
0.4,2.8,0.109,0.99614,3.31,0.79,11.8,9.110000000000001,23.0
0.2,8.1,0.098,0.99892,3.2,0.58,9.2,8.27,122.0
0.08,1.8,0.074,0.99529,3.12,0.49,9.6,7.279999999999999,104.0
0.13,2.0,0.076,0.99546,3.29,0.54,10.1,7.8950000000000005,32.0
0.31,3.0,0.086,1.0002,3.48,0.74,11.6,9.389999999999999,104.0
0.58,3.0,0.103,1.0008,3.16,1.0,11.5,12.89,127.0
0.0,1.9,0.08,0.9972,3.47,0.55,9.4,7.81,49.0
0.25,3.9,0.104,0.99784,3.15,0.57,9.1,8.02,118.0
0.02,2.0,0.062,0.99374,3.35,0.76,11.6,7.18,90.0
0.42,2.0,0.071,0.99566,3.14,0.79,11.1,10.639999999999999,27.0
0.24,1.8,0.36,0.9964,3.0,1.59,9.5,8.205,78.0
0.44,2.9,0.065,0.99674,3.33,0.62,12.2,10.46,12.0
0.5,2.5,0.055,0.9952,3.34,0.79,13.3,9.61,37.0
0.48,2.1,0.052,0.99458,3.2,0.69,12.1,10.54,14.0
0.0,4.1,0.095,0.99854,3.36,0.53,9.6,8.92,19.0
0.24,1.9,0.108,0.9967,3.26,0.59,9.3,8.03,120.0
0.1,2.9,0.089,0.99803,3.29,0.55,9.5,8.950000000000001,57.0
0.59,1.4,0.073,0.998,2.92,0.68,10.5,12.5,65.0
0.09,2.3,0.065,0.99685,3.32,0.55,9.0,9.2,44.0
0.03,2.1,0.092,0.9966,3.39,0.47,9.6,8.135,29.0
0.46,2.1,0.074,0.99649,3.27,0.74,12.3,10.12,21.0
0.26,1.9,0.073,0.99612,3.3,0.53,9.8,8.11,112.0
0.01,1.9,0.08,0.99746,3.69,0.73,10.5,7.21,33.0
0.53,2.5,0.091,0.9976,3.37,0.8,9.6,8.33,98.0
0.49,2.6,0.25,0.999,3.31,0.79,10.7,10.3,25.0
0.24,2.0,0.071,0.99576,3.44,0.58,10.1,7.54,82.0
0.48,2.1,0.093,0.99408,3.26,0.62,12.4,8.58,18.0
0.36,1.7,0.081,0.99702,3.27,0.78,10.9,9.790000000000001,17.0
0.34,2.0,0.071,0.99769,3.44,0.86,10.2,9.35,112.0
0.19,4.0,0.094,0.99787,3.22,0.5,10.0,9.41,99.0
0.24,2.3,0.063,0.99613,3.25,0.53,10.2,8.639999999999999,38.0
0.44,1.9,0.085,0.99708,3.28,0.55,9.5,9.73,31.0
0.2,2.0,0.075,0.9987,3.48,0.62,9.3,8.26,48.0
0.11,2.6,0.079,0.9968,3.21,0.57,10.0,8.06,61.0
0.4,1.6,0.063,0.9952,3.5,0.63,11.1,7.23,88.0
0.49,2.4,0.064,0.9999,3.08,0.87,10.9,13.06,32.0
0.64,2.2,0.093,0.9986,3.54,0.66,10.5,9.21,51.0
0.01,1.7,0.054,0.9934,3.57,0.84,12.5,5.87,32.0
0.76,4.2,0.066,1.0004,3.22,0.6,13.0,12.37,45.0
0.21,2.0,0.08,0.9961,3.33,0.47,9.5,7.68,42.0
0.21,2.2,0.088,0.99692,3.33,0.83,11.1,9.4,60.0
0.25,2.0,0.078,0.99612,3.3,0.48,10.2,8.52,78.0
0.07,2.5,0.091,0.99572,3.38,0.6,11.3,7.6899999999999995,36.0
0.43,2.2,0.11,0.99728,3.16,0.67,10.8,10.61,48.0
0.41,7.9,0.086,0.9998,3.27,0.57,9.3,9.495000000000001,139.0
0.49,1.8,0.115,0.9968,3.21,0.71,9.3,8.39,132.0
0.24,2.0,0.067,0.99576,3.43,0.54,10.0,7.6499999999999995,76.0
0.57,4.6,0.08,0.99652,3.28,0.57,12.5,9.5,26.0
0.03,2.3,0.054,0.99508,3.45,0.63,11.5,7.640000000000001,23.0
0.45,6.4,0.073,0.9976,3.23,0.82,12.6,10.620000000000001,18.0
0.14,2.4,0.086,0.9975,3.42,0.6,10.8,8.4,18.0
0.06,1.6,0.076,0.9972,3.36,0.7,9.6,7.7700000000000005,36.0
0.02,1.9,0.078,0.99712,3.4,0.75,9.8,7.53,48.0
0.21,2.1,0.07,0.99546,3.38,0.6,10.3,7.4799999999999995,32.0
0.29,2.6,0.109,0.99801,3.15,0.5,9.1,8.99,150.0
0.23,2.8,0.092,0.9983,3.1,0.56,9.2,9.46,132.0
0.25,1.9,0.074,0.9974,3.57,0.62,9.8,6.7700000000000005,70.0
0.12,1.8,0.072,0.99504,3.38,0.89,11.8,9.02,84.0
0.39,2.3,0.095,0.9986,3.37,0.58,10.3,9.49,27.0
0.39,2.2,0.064,0.9984,3.26,0.65,10.2,9.71,43.0
0.25,2.8,0.075,0.99779,3.23,0.57,9.7,9.58,113.0
0.2,1.75,0.058,0.99322,3.38,0.49,11.7,7.48,30.0
0.02,1.8,0.067,0.997,3.46,0.68,9.5,6.970000000000001,15.0
0.16,1.9,0.1,0.9966,3.27,0.64,9.3,7.835,92.0
0.45,2.1,0.216,0.99358,3.15,0.81,12.5,8.31,21.0
0.14,2.8,0.076,0.99624,3.36,0.49,10.7,7.56,52.0
0.5,2.3,0.079,0.9997,3.5,0.57,9.7,10.2,99.0
0.19,1.8,0.104,0.9964,3.19,0.93,9.5,8.36,59.0
0.12,1.9,0.091,0.9956,3.44,0.48,10.5,7.58,158.0
0.2,1.9,0.082,0.99585,3.39,0.43,9.05,7.380000000000001,32.0
0.09,2.9,0.079,0.99669,3.46,0.61,10.2,7.26,29.0
0.13,2.9,0.096,0.9984,3.17,0.62,9.1,8.88,77.0
0.07,1.7,0.071,0.9951,3.29,0.66,10.8,7.63,39.0
0.08,1.8,0.076,0.9978,3.48,0.53,9.0,7.62,32.0
0.21,1.8,0.081,0.99689,3.59,0.66,9.8,7.04,45.0
0.37,1.9,0.057,0.99408,3.23,0.81,12.0,8.54,117.0
0.08,2.2,0.064,0.99553,3.3,0.65,9.6,7.27,56.0
0.1,2.9,0.089,0.99803,3.29,0.55,9.5,8.950000000000001,57.0
0.53,2.6,0.07,0.9972,3.15,0.65,11.0,11.049999999999999,21.0
0.36,6.1,0.071,0.9978,3.35,0.8,10.5,8.0,119.0
0.02,7.9,0.122,0.9994,3.47,0.53,9.9,7.335,192.0
0.07,3.4,0.102,1.00015,3.31,0.71,9.8,10.49,103.0
0.08,2.4,0.07,0.99358,3.4,0.72,12.5,7.119999999999999,39.0
0.0,4.25,0.097,0.9966,3.63,0.54,10.7,8.585,19.0
0.32,2.5,0.088,0.9979,3.29,0.62,10.1,10.389999999999999,113.0
0.09,1.4,0.066,0.99459,3.42,0.7,10.0,6.71,43.0
0.48,1.8,0.157,0.9976,3.3,1.05,9.4,8.48,22.0
0.44,1.9,0.085,0.99708,3.28,0.55,9.5,9.73,31.0
0.18,1.9,0.079,0.9968,3.59,0.57,9.3,7.3999999999999995,104.0
0.01,2.3,0.08,0.9955,3.42,0.58,10.7,7.6899999999999995,70.0
0.19,5.2,0.094,0.99713,3.16,0.52,9.6,8.185,117.0
0.0,2.1,0.075,0.9968,3.49,0.67,9.2,7.295,68.0
0.53,3.4,0.128,0.9992,3.17,0.84,12.2,12.595,28.0
0.04,2.3,0.068,0.99582,3.53,0.58,10.8,7.494999999999999,20.0
0.21,2.2,0.088,0.99692,3.33,0.83,11.1,9.4,60.0
0.49,6.1,0.122,1.001,3.31,1.14,9.3,9.155,185.0
0.46,2.2,0.075,0.99598,3.06,0.84,11.4,10.89,41.0
0.02,2.3,0.082,0.99744,3.55,0.53,9.7,7.6899999999999995,118.0
0.0,2.2,0.068,0.9956,3.42,0.72,11.1,7.87,34.0
0.26,2.0,0.096,0.99738,3.25,0.42,9.6,9.955,40.0
0.34,1.6,0.062,0.99667,3.2,0.67,10.5,9.559999999999999,17.0
0.44,2.4,0.061,0.99484,3.29,0.8,11.6,7.0200000000000005,58.0
0.49,2.0,0.088,0.998,3.48,0.64,9.1,8.01,59.0
0.21,1.6,0.106,0.9966,3.17,0.91,9.5,8.33,47.0
0.52,3.0,0.08,1.0001,3.26,0.88,11.0,11.91,84.0
0.03,1.9,0.086,0.9969,3.37,0.46,10.3,8.245,71.0
0.5,2.4,0.066,1.0,3.12,1.18,9.2,12.54,31.0
0.35,2.2,0.074,0.9974,3.25,0.56,9.2,8.35,87.0
0.55,2.1,0.062,0.9971,3.26,0.79,10.6,10.25,19.0
0.22,2.2,0.072,0.9967,3.36,0.55,9.1,8.825,52.0
0.46,9.0,0.114,0.99901,3.18,0.6,10.9,9.379999999999999,12.0
0.2,1.9,0.077,0.9956,3.37,0.64,10.4,7.56,82.0
0.31,2.0,0.088,0.9957,3.17,0.55,10.4,9.22,31.0
0.17,1.7,0.065,0.99514,3.44,0.68,10.55,7.5600000000000005,39.0
0.26,1.9,0.062,0.9966,3.39,0.64,9.6,8.19,40.0
0.4,3.6,0.11,0.99549,3.23,0.7,12.0,9.25,36.0
0.45,1.5,0.057,0.99498,3.18,0.89,11.1,9.63,56.0
0.09,2.0,0.081,0.99479,3.43,0.59,11.5,7.54,26.0
0.02,2.1,0.066,0.9972,3.47,0.67,9.5,7.65,33.0
0.31,2.1,0.069,0.9958,3.26,0.54,9.9,8.03,87.0
0.0,2.2,0.087,0.99378,3.71,0.63,12.8,6.26,14.0
0.03,1.8,0.095,0.995,3.35,0.54,10.1,8.1,124.0
0.38,1.5,0.096,0.99666,3.2,0.52,9.4,9.12,23.0
0.0,1.8,0.082,0.9936,3.5,0.44,11.9,7.56,21.0
0.13,2.3,0.076,0.99574,3.42,0.75,11.0,6.81,69.0
0.17,2.9,0.099,0.998,3.09,0.52,9.3,9.23,140.0
0.49,2.2,0.089,1.0002,3.19,0.44,9.6,12.8,19.0
0.48,2.6,0.073,0.9972,3.32,0.7,9.6,7.88,106.0
0.02,1.7,0.084,0.99538,3.36,0.54,10.5,8.01,44.0
0.36,1.8,0.053,0.9982,3.17,0.42,10.0,10.844999999999999,19.0
0.49,4.3,0.085,1.0021,3.3,0.68,12.7,13.47,53.0
0.32,2.5,0.08,0.99624,3.27,0.85,11.0,8.58,95.0
0.0,2.5,0.066,0.99256,3.52,0.58,12.9,6.26,22.0
0.09,3.3,0.068,0.99735,3.23,0.44,10.0,9.15,25.0
0.48,2.1,0.125,0.998,3.03,0.81,9.7,11.1,64.0
0.22,3.4,0.105,1.001,3.43,0.64,11.3,11.035,97.0
0.33,2.4,0.076,0.99599,3.27,0.81,11.0,8.549999999999999,58.0
0.33,2.5,0.078,0.9957,3.3,0.58,11.2,8.01,29.0
0.32,2.8,0.067,0.99473,3.3,0.76,12.8,8.53,16.0
0.43,2.6,0.082,0.99708,3.33,0.68,9.7,7.7700000000000005,100.0
0.28,1.9,0.077,0.9978,3.39,0.61,10.0,8.84,51.0
0.29,4.2,0.075,0.9965,3.45,0.68,11.5,9.06,28.0
0.68,8.3,0.05,0.99316,3.01,0.51,12.3,8.200000000000001,326.5
0.07,2.5,0.058,0.99632,3.38,0.55,10.9,8.185,14.0
0.08,1.8,0.097,0.9959,3.34,0.54,9.2,7.6899999999999995,111.0
0.39,2.2,0.106,0.9986,2.89,0.5,9.6,11.129999999999999,40.0
0.46,2.2,0.114,0.99647,3.32,0.63,10.5,7.87,27.0
0.0,1.4,0.065,0.9954,3.27,0.55,9.7,9.54,57.0
0.53,2.4,0.074,0.9962,3.2,1.13,12.0,9.67,24.0
0.04,3.0,0.077,0.9987,3.69,0.91,9.4,7.44,34.0
0.17,2.9,0.087,1.0004,3.14,0.61,9.4,10.25,73.0
0.38,2.3,0.06,0.99543,3.39,0.72,11.8,9.100000000000001,91.0
0.13,2.0,0.076,0.9973,3.61,0.64,9.8,7.24,51.0
0.22,2.3,0.071,0.99438,3.41,0.83,11.3,7.29,37.0
0.43,2.2,0.114,0.997,3.25,0.73,9.2,8.635,136.0
0.27,3.8,0.11,0.99664,3.24,0.45,9.3,8.45,123.0
0.28,2.0,0.082,0.99694,3.45,0.48,9.4,7.4399999999999995,99.0
0.0,2.2,0.067,0.99517,3.4,0.58,10.9,7.569999999999999,21.0
0.29,1.8,0.157,0.9973,3.3,0.92,9.5,8.3,45.0
0.47,3.6,0.067,0.99549,3.39,0.66,11.0,6.31,60.0
0.0,1.9,0.076,0.9978,3.51,0.56,9.4,8.1,45.0
0.32,1.8,0.067,0.9928,3.36,0.55,12.8,7.16,12.0
0.15,1.8,0.107,0.99593,3.19,0.5,9.5,7.8549999999999995,104.0
0.23,1.8,0.077,0.9963,3.28,0.67,9.3,8.27,72.0
0.0,2.7,0.123,0.99538,3.44,0.63,11.3,7.4399999999999995,48.0
0.09,2.3,0.054,0.99724,3.41,0.68,10.4,6.82,98.0
0.49,2.7,0.077,0.9963,3.23,0.63,11.6,10.44,30.0
0.33,2.05,0.063,0.99516,3.26,0.84,11.7,9.389999999999999,40.0
0.65,6.4,0.08,0.99817,3.27,0.58,11.0,8.969999999999999,11.0
0.28,2.4,0.012,0.99064,3.26,0.39,11.7,6.98,136.0
0.4,2.2,0.049,0.996,3.33,0.93,11.3,8.08,105.0
0.6,2.1,0.112,0.9973,3.2,0.52,9.2,9.05,102.0
0.07,1.8,0.1,0.9961,3.3,0.58,9.6,8.040000000000001,31.0
0.3,3.0,0.076,0.9976,3.3,0.53,9.4,9.07,165.0
0.44,2.8,0.089,0.9975,3.53,0.61,10.5,8.6,54.0
0.42,2.0,0.086,0.99526,3.39,0.66,11.6,8.19,30.0
0.42,1.9,0.071,0.99659,3.15,0.75,10.5,9.98,18.0
0.49,3.2,0.078,0.9992,3.19,0.7,10.0,10.94,98.0
0.26,1.7,0.074,0.9971,3.15,0.74,9.2,9.46,27.0
0.19,1.8,0.082,0.99655,3.49,0.68,10.5,7.95,49.0
0.09,2.8,0.084,0.9994,3.43,0.72,11.1,8.82,67.0
0.44,1.6,0.147,0.99836,3.38,0.86,9.9,12.07,87.0
0.07,2.5,0.091,0.99572,3.38,0.6,11.3,7.6899999999999995,36.0
0.26,2.0,0.111,0.99709,2.94,0.98,10.2,10.440000000000001,67.0
0.65,2.6,0.093,0.9996,3.05,0.61,10.6,13.32,62.0
0.48,1.9,0.066,0.99724,3.33,0.87,10.9,10.66,16.0
0.59,2.8,0.079,0.9976,3.12,0.54,12.0,9.73,39.0
0.22,2.3,0.064,0.9963,3.1,0.55,9.4,9.465,51.0
0.31,2.2,0.09,0.9994,3.18,0.63,10.2,10.59,88.0
0.39,3.2,0.083,0.9989,3.37,0.71,11.5,10.46,80.0
0.51,1.8,0.341,0.9969,3.04,1.08,9.2,8.22,73.0
0.32,2.3,0.078,0.998,3.25,0.48,9.4,10.780000000000001,187.0
0.0,5.5,0.086,0.9986,3.4,0.55,9.6,8.445,23.0
0.1,2.4,0.08,0.99736,3.58,0.69,10.8,8.035,49.0
0.14,2.8,0.076,0.99624,3.36,0.49,10.7,7.56,52.0
0.37,15.4,0.214,1.00369,3.18,0.77,9.0,10.739999999999998,150.0
0.66,3.0,0.093,0.9996,3.18,0.63,10.8,12.39,42.0
0.37,2.3,0.091,0.99786,3.24,0.56,10.5,10.01,33.0
0.24,2.1,0.084,0.9972,3.37,0.77,10.7,8.924999999999999,18.0
0.0,2.2,0.084,0.99656,3.25,0.5,9.8,8.969999999999999,41.0
0.44,1.9,0.098,0.9956,3.3,0.64,11.4,8.38,21.0
0.23,2.3,0.076,0.99686,3.21,0.58,9.5,8.48,117.0
0.0,2.0,0.084,0.9983,3.61,0.96,9.9,7.96,29.0
0.0,2.9,0.072,0.99379,3.51,0.6,11.5,7.06,78.0
0.01,2.5,0.077,0.99746,3.55,0.59,9.8,7.6899999999999995,105.0
0.4,2.6,0.073,0.9984,3.34,0.75,10.2,9.690000000000001,36.0
0.42,5.5,0.07,0.9973,3.42,0.72,10.5,7.529999999999999,158.0
0.14,1.6,0.078,0.99592,3.27,0.62,9.3,7.66,25.0
0.39,1.5,0.08,0.99652,3.47,0.73,10.9,9.66,96.0
0.0,5.6,0.124,0.9997,3.46,0.72,10.2,7.49,79.0
0.23,2.6,0.059,0.997,3.37,0.56,11.3,8.879999999999999,20.0
0.24,2.2,0.095,0.9946,3.57,0.57,11.7,6.5600000000000005,61.0
0.08,2.6,0.106,0.99665,3.44,0.58,10.2,7.3,41.0
0.28,1.7,0.368,0.9968,3.11,1.28,9.3,8.66,72.0
0.0,1.8,0.082,0.9964,3.54,0.48,10.9,9.43,15.0
0.14,2.2,0.038,0.99514,3.44,0.65,11.1,6.78,40.0
0.19,2.2,0.093,0.99736,3.2,0.59,9.2,9.07,86.0
0.3,1.9,0.065,0.99774,3.32,0.71,10.5,9.6,25.0
0.13,2.0,0.076,0.99546,3.29,0.54,10.1,7.8950000000000005,32.0
0.35,2.9,0.077,0.9976,3.23,0.62,9.4,8.7,148.0
0.24,2.0,0.079,0.99764,3.34,0.64,9.5,8.709999999999999,102.0
0.1,2.0,0.076,0.99554,3.36,0.48,9.4,6.9,77.0
0.26,2.0,0.08,0.99622,3.21,0.52,9.9,8.4,162.0
0.26,2.1,0.083,0.99616,3.29,0.56,9.8,8.0,108.0
0.48,4.6,0.072,0.9973,3.34,0.79,12.2,9.81,30.0
0.14,2.4,0.067,0.9969,3.19,0.59,9.5,9.41,52.0
0.48,1.5,0.068,0.9973,3.22,0.64,10.1,11.28,22.0
0.25,1.9,0.081,0.9984,3.43,0.65,9.0,8.32,52.0
0.0,1.2,0.267,0.99471,3.32,0.51,9.8,7.615,45.0
0.02,2.4,0.069,0.99387,3.38,0.66,12.6,7.18,59.0
0.27,2.0,0.083,0.99616,3.26,0.58,9.8,8.13,108.0
0.49,2.1,0.2,0.9994,3.16,0.63,8.4,11.01,21.0
0.35,2.8,0.086,0.997,3.31,0.62,10.8,8.62,80.0
0.41,2.0,0.091,0.998,3.28,0.7,9.7,9.57,22.0
0.42,5.5,0.071,0.9973,3.42,0.71,10.5,7.529999999999999,156.0
0.22,2.4,0.082,0.9983,3.37,0.62,9.5,8.860000000000001,96.0
0.22,1.8,0.078,0.99633,3.52,0.6,9.5,6.63,77.0
0.56,1.8,0.092,0.9969,3.3,0.75,10.5,8.78,138.0
0.26,1.8,0.083,0.9968,3.4,0.58,9.5,7.55,108.0
0.78,13.9,0.074,0.99677,3.39,0.48,10.5,5.909999999999999,115.0
0.24,2.0,0.078,0.9983,3.45,0.78,9.5,8.05,38.0
0.07,1.4,0.074,0.9973,3.32,0.81,9.6,7.720000000000001,25.0
