citric acid,residual sugar,chlorides,density,pH,sulphates,alcohol,total acidity,sulphur bound
0.44,1.8,0.081,0.99501,3.36,0.66,11.2,8.28,96.0
0.14,1.8,0.078,0.99636,3.53,0.61,10.4,7.5,33.0
0.0,1.4,0.057,0.99448,3.36,0.45,9.5,6.5,41.0
0.05,2.0,0.089,0.99735,3.36,0.61,10.0,8.59,44.0
0.06,2.0,0.063,0.99489,3.38,0.83,10.3,7.03,73.0
0.32,5.6,0.087,0.9991,3.38,0.77,10.5,9.3,57.0
0.44,1.6,0.038,0.99526,3.24,0.81,10.8,9.67,63.0
0.25,2.6,0.073,0.99615,3.37,0.58,10.5,8.13,92.0
0.24,1.8,0.08,0.9962,3.28,0.59,9.5,8.01,15.0
0.73,3.2,0.066,0.9986,3.17,0.66,11.2,11.549999999999999,28.0
0.02,2.4,0.062,0.99627,3.54,0.6,11.0,7.455,38.0
0.25,2.6,0.081,0.99685,3.46,0.5,11.0,7.42,47.0
0.28,2.1,0.066,0.9968,3.23,0.73,9.7,8.48,43.0
0.18,2.1,0.07,0.99768,3.52,0.73,9.5,7.81,40.0
0.0,1.4,0.07,0.99438,3.32,0.58,11.4,7.340000000000001,70.0
0.02,1.2,0.07,0.9952,3.2,0.58,9.8,9.52,84.0
0.31,2.3,0.112,0.99699,3.24,0.56,10.9,9.739999999999998,49.0
0.53,2.2,0.23,0.9934,3.37,0.93,12.4,6.760000000000001,54.0
0.23,3.1,0.095,0.9998,3.28,0.59,9.7,9.74,51.0
0.05,2.1,0.061,0.99705,3.31,0.55,9.7,8.28,69.0
0.35,1.9,0.067,0.997,3.18,1.36,10.3,9.19,82.0
0.26,2.3,0.09,0.9953,3.71,0.62,12.2,5.69,97.0
0.31,1.9,0.082,0.996,3.24,0.69,10.6,8.6,32.0
0.43,2.8,0.076,0.99572,3.42,1.16,10.6,7.11,76.0
0.26,2.1,0.083,0.99616,3.29,0.56,9.8,8.0,108.0
0.0,2.15,0.08,0.99444,3.78,0.61,12.5,5.845000000000001,43.0
0.63,2.2,0.073,0.99974,3.21,0.69,10.9,12.149999999999999,30.0
0.08,4.0,0.082,0.99641,3.25,0.51,9.4,7.8100000000000005,134.0
0.03,2.0,0.09,0.9959,3.2,0.56,9.6,8.549999999999999,27.0
0.52,2.1,0.111,0.99568,3.31,0.62,11.3,9.36,15.0
0.03,7.8,0.079,0.9963,3.52,0.5,12.2,7.3999999999999995,18.0
0.0,2.1,0.048,0.99154,3.71,0.74,14.0,5.32,58.0
0.03,1.9,0.086,0.9969,3.37,0.46,10.3,8.245,71.0
0.01,2.1,0.064,0.99371,3.41,0.57,11.8,8.415000000000001,74.0
0.46,4.6,0.094,0.99639,3.27,0.64,12.2,9.795,13.0
0.03,1.8,0.095,0.995,3.35,0.54,10.1,8.1,124.0
0.1,1.7,0.063,0.9958,3.41,0.67,9.7,7.39,87.0
0.75,2.8,0.084,0.9986,3.04,0.68,11.4,13.59,66.0
0.43,1.7,0.067,0.9946,3.38,0.6,11.9,8.25,72.0
0.01,2.3,0.079,0.99514,3.4,0.61,10.9,7.699999999999999,61.0
0.14,1.9,0.056,0.99396,3.48,0.57,11.5,6.71,49.0
0.22,2.1,0.077,0.9967,3.29,0.51,9.2,8.674999999999999,77.0
0.49,2.7,0.094,0.9986,3.12,1.02,10.6,11.41,63.0
0.06,2.0,0.063,0.99489,3.38,0.83,10.3,7.03,73.0
0.3,1.8,0.065,0.99672,3.61,0.82,10.0,7.22,36.0
0.36,3.0,0.081,0.997,3.2,0.56,9.4,8.98,149.0
1.0,3.4,0.61,0.9996,2.74,2.0,9.4,9.719999999999999,101.0
0.49,2.7,0.085,0.9994,3.15,0.63,10.5,12.0,51.0
0.0,2.3,0.087,0.99783,3.45,0.53,9.5,7.779999999999999,43.0
0.31,1.8,0.069,0.99625,3.29,0.53,9.3,8.37,146.0
0.4,1.8,0.062,0.9941,3.28,0.7,11.1,8.08,27.0
0.0,1.4,0.055,0.9922,3.45,0.48,12.3,6.77,60.0
0.21,2.1,0.08,0.9962,3.25,0.51,9.9,8.59,174.0
0.02,2.0,0.073,0.9968,3.36,0.57,9.5,8.379999999999999,27.0
0.16,2.0,0.12,0.99454,3.22,0.58,11.2,8.58,10.0
0.16,1.8,0.069,0.9955,3.42,0.74,10.1,6.5,36.0
0.57,1.8,0.074,0.9981,3.14,0.7,9.9,11.83,11.0
0.03,1.7,0.084,0.9968,3.44,0.63,10.0,7.359999999999999,53.0
0.42,1.9,0.092,0.9959,3.23,0.59,9.5,8.475,94.0
0.24,1.7,0.077,0.9948,3.39,0.6,10.6,7.16,52.0
0.39,2.4,0.078,0.99444,3.31,0.77,12.5,8.610000000000001,60.0
0.22,2.4,0.094,0.99612,3.37,0.58,11.0,8.64,38.0
0.18,1.6,0.078,0.99576,3.15,0.49,9.9,9.76,31.0
0.57,2.3,0.106,0.99605,3.36,0.55,11.4,7.88,17.0
0.25,2.9,0.077,0.9974,3.49,0.96,12.1,8.41,66.0
0.0,1.9,0.067,0.9979,3.6,0.81,9.9,7.6850000000000005,103.0
0.08,1.9,0.059,0.99484,3.5,0.64,10.2,5.98,51.0
0.03,1.7,0.07,0.99575,3.34,0.57,10.0,8.52,45.0
0.0,1.2,0.041,0.99258,4.01,0.59,12.5,5.74,62.0
0.47,2.1,0.077,0.9958,3.33,0.53,10.3,7.63,16.0
0.55,2.6,0.083,0.9995,3.15,0.82,10.4,12.87,93.0
0.45,2.3,0.071,0.9991,3.39,0.62,9.4,10.440000000000001,56.0
0.29,2.1,0.074,0.99578,3.33,0.62,9.8,6.66,130.0
0.29,4.3,0.083,0.99642,3.16,0.53,9.4,8.62,85.0
0.01,2.1,0.074,0.9958,3.33,0.56,9.5,7.31,34.0
0.27,2.3,0.055,0.99516,3.18,0.8,11.2,9.07,42.0
0.55,2.8,0.081,1.0002,3.32,0.92,10.8,11.92,102.0
0.0,1.9,0.08,0.99701,3.4,0.74,9.7,7.47,61.0
0.0,2.2,0.078,0.99522,3.42,0.68,10.8,7.6899999999999995,70.0
0.02,1.8,0.087,0.9944,3.54,0.52,10.0,6.4799999999999995,115.0
0.54,2.6,0.085,1.0,3.1,0.61,10.5,12.68,83.0
0.4,2.7,0.082,0.99538,3.44,0.54,12.2,8.03,17.0
0.26,1.9,0.089,0.99636,3.26,0.59,9.7,8.24,170.0
0.02,4.4,0.096,0.997,3.41,0.57,11.0,7.9399999999999995,18.0
0.7,2.2,0.098,0.9972,3.08,0.53,9.0,8.76,154.0
0.0,2.8,0.081,0.99518,3.41,0.52,10.8,7.470000000000001,62.0
0.48,2.0,0.082,0.9972,3.34,0.55,9.2,7.79,81.0
0.45,6.2,0.071,0.99702,3.21,0.49,11.8,10.41,20.0
0.49,2.5,0.08,0.9992,3.07,0.82,10.3,12.99,28.0
0.37,5.1,0.11,1.0026,3.32,0.64,10.4,10.75,76.0
0.08,1.7,0.066,0.9954,3.34,0.58,9.4,6.6899999999999995,23.0
0.1,2.9,0.089,0.99803,3.29,0.55,9.5,8.950000000000001,57.0
0.26,1.9,0.079,0.99712,3.25,0.62,10.0,10.36,41.0
0.6,2.0,0.067,0.9981,3.11,0.97,10.1,11.8,39.0
0.04,2.5,0.076,0.99745,3.53,0.55,9.5,7.8,106.0
0.32,5.6,0.087,0.9991,3.38,0.77,10.5,9.3,57.0
0.25,2.4,0.098,0.9964,3.41,0.6,10.1,7.260000000000001,21.0
0.0,1.6,0.052,0.99467,3.5,0.63,10.9,7.4,26.0
0.02,7.9,0.122,0.9994,3.47,0.53,9.9,7.335,192.0
0.0,2.5,0.075,0.998,3.49,0.52,9.2,7.995,16.0
0.55,1.7,0.136,0.99752,3.35,0.94,10.0,10.620000000000001,76.0
0.11,1.5,0.075,0.99545,3.36,0.79,9.5,7.3,65.0
0.1,1.5,0.066,0.99655,3.39,0.51,9.3,8.265,82.0
0.07,1.9,0.075,0.99685,3.38,0.52,9.5,7.779999999999999,67.0
0.21,4.1,0.074,0.99842,3.53,0.72,9.23333333333333,7.74,81.0
0.26,2.0,0.08,0.99622,3.21,0.52,9.9,8.4,162.0
0.35,2.1,0.083,0.99622,3.23,0.66,11.1,10.02,55.0
0.28,2.1,0.087,0.998,3.42,0.74,9.2,8.21,77.0
0.34,5.1,0.062,0.9974,3.22,0.94,10.9,8.44,30.0
0.39,1.5,0.08,0.99652,3.47,0.73,10.9,9.66,96.0
0.33,2.4,0.08,0.99655,3.3,0.6,9.5,8.33,168.0
0.44,2.3,0.071,0.9992,3.46,0.63,9.5,10.09,89.0
0.0,2.6,0.098,0.9968,3.2,0.68,9.8,8.68,92.0
0.1,2.2,0.085,0.9964,3.15,0.66,9.8,9.0,125.0
0.28,3.2,0.087,1.0001,3.31,0.53,9.7,10.015,90.0
0.19,2.0,0.075,0.99522,3.39,0.78,10.0,6.42,69.0
0.48,2.1,0.093,0.99408,3.26,0.62,12.4,8.58,18.0
0.59,2.2,0.077,0.9994,3.2,0.78,9.6,10.32,18.0
0.1,2.1,0.073,0.99638,3.29,0.75,10.9,8.834999999999999,85.0
0.02,2.2,0.072,0.99566,3.32,0.68,11.1,7.97,123.0
0.65,2.15,0.068,0.9988,3.06,0.68,11.3,12.3,34.0
0.45,2.0,0.08,0.99774,3.22,0.76,11.4,10.92,19.0
0.22,1.8,0.082,0.99499,3.1,0.42,9.2,8.09,103.0
0.26,2.0,0.08,0.99584,3.28,0.52,9.9,7.89,121.0
0.46,1.8,0.05,0.9974,3.04,0.79,10.2,10.379999999999999,18.0
0.01,2.4,0.076,0.99522,3.34,0.53,10.8,7.53,53.0
0.28,4.8,0.085,0.99633,3.32,0.7,11.0,7.58,81.0
0.01,1.6,0.077,0.995,3.16,0.46,9.8,8.33,22.0
0.12,2.9,0.082,0.99865,3.3,0.64,10.4,10.37,104.0
0.3,2.8,0.066,0.9964,3.33,0.67,11.2,9.18,38.0
0.47,1.6,0.062,0.9983,3.27,0.66,10.0,10.01,46.0
0.22,2.1,0.08,0.99613,3.3,0.49,9.9,8.6,130.0
0.0,2.0,0.084,0.99619,3.33,0.68,10.9,8.665000000000001,31.0
0.5,2.4,0.104,0.99643,3.22,0.65,11.6,10.48,19.0
0.29,2.2,0.098,0.9988,3.36,0.49,9.1,9.4,20.0
0.14,3.0,0.087,0.9964,3.32,0.57,10.5,8.01,64.0
0.32,2.5,0.088,0.9979,3.29,0.62,10.1,10.389999999999999,113.0
0.21,2.1,0.08,0.9962,3.25,0.51,9.9,8.59,174.0
0.36,2.2,0.048,0.995,3.27,1.01,12.4,8.389999999999999,88.0
0.33,2.2,0.081,0.9949,3.41,0.75,11.1,7.3100000000000005,58.0
0.33,6.7,0.235,0.99787,3.22,0.56,9.5,7.53,181.0
0.06,1.9,0.079,0.99628,3.4,0.69,10.9,8.5,55.0
0.56,3.1,0.153,0.99476,3.21,1.03,11.6,8.08,19.0
0.03,2.3,0.077,0.99568,3.35,0.52,10.0,7.78,35.0
0.14,2.4,0.064,0.99397,3.42,0.62,11.7,7.16,42.0
0.5,13.8,0.205,1.00242,3.16,0.75,8.8,10.4,130.0
0.3,2.6,0.132,0.99786,2.99,1.18,10.2,11.690000000000001,67.0
0.1,6.0,0.115,0.9984,3.37,0.69,10.1,8.44,16.0
0.15,2.1,0.102,0.99604,3.23,0.48,10.0,8.705,43.0
0.49,4.6,0.118,1.0002,3.07,0.56,11.7,11.43,27.0
0.23,2.2,0.094,0.9962,3.21,0.49,10.2,8.45,45.0
0.49,2.8,0.083,0.9982,3.3,0.6,9.5,9.24,129.0
0.43,2.1,0.171,0.9982,3.17,0.76,10.8,11.270000000000001,93.0
0.05,2.3,0.081,0.99564,3.38,0.6,10.3,7.7700000000000005,52.0
0.07,1.6,0.07,0.99572,3.29,0.6,9.3,7.46,77.0
0.49,2.4,0.086,0.9976,3.23,0.64,9.5,9.629999999999999,139.0
0.53,4.0,0.101,0.99586,3.21,0.59,12.1,9.38,13.0
0.24,3.3,0.101,0.9988,3.26,0.67,9.6,9.79,67.0
0.12,1.8,0.114,0.99588,3.22,0.59,9.5,7.745,79.0
0.18,2.1,0.071,0.99761,3.52,0.72,9.6,7.7,43.0
0.11,2.2,0.048,0.99182,3.54,0.88,13.6,5.77,105.0
0.24,1.8,0.066,0.9956,3.37,0.62,10.4,7.8100000000000005,65.0
0.68,4.1,0.114,0.997,3.06,0.66,13.4,11.04,30.0
0.17,2.3,0.058,0.9932,3.85,0.6,12.9,5.3,123.0
0.66,2.4,0.123,0.99642,3.2,0.53,11.9,11.66,11.0
0.49,2.7,0.092,0.9971,3.31,0.61,10.1,7.89,85.0
0.32,1.8,0.066,0.99456,3.38,0.72,11.8,8.87,77.0
0.0,1.9,0.065,0.9972,3.46,0.65,9.2,7.115,27.0
0.06,2.5,0.078,0.99746,3.51,0.53,9.7,7.82,101.0
0.03,2.3,0.078,0.99743,3.53,0.57,9.7,7.86,102.0
0.41,6.2,0.078,0.9953,3.24,0.77,12.6,9.11,67.0
0.74,2.6,0.095,0.9994,3.2,0.77,10.8,13.100000000000001,37.0
0.52,2.0,0.082,0.998,3.18,0.51,9.5,9.87,32.0
0.54,2.3,0.065,0.99531,3.17,0.53,12.5,10.37,33.0
0.01,2.1,0.064,0.99371,3.41,0.57,11.8,8.415000000000001,74.0
0.59,2.6,0.087,0.9988,3.18,0.65,11.0,12.09,62.0
0.18,2.9,0.089,0.99738,3.14,0.54,9.4,9.39,86.0
0.08,2.3,0.067,0.99648,3.52,0.57,11.0,7.74,51.0
0.39,2.5,0.079,0.99729,3.16,0.59,9.8,10.17,93.0
0.21,2.5,0.075,0.99586,3.37,0.54,10.1,7.54,109.0
0.45,2.3,0.071,0.9991,3.39,0.62,9.4,10.440000000000001,56.0
0.0,2.4,0.077,0.9965,3.32,0.6,10.0,8.14,47.0
0.27,1.9,0.058,0.99518,3.16,0.85,11.1,8.97,56.0
0.17,3.0,0.077,0.9976,3.29,0.55,10.4,9.66,18.0
0.23,2.6,0.059,0.997,3.37,0.56,11.3,8.879999999999999,20.0
0.06,2.5,0.079,0.9967,3.39,0.56,9.8,8.5,15.0
0.22,2.7,0.084,0.99682,3.26,0.57,9.9,8.92,22.0
0.47,2.5,0.063,0.9981,3.24,0.65,10.8,10.24,37.0
0.73,6.55,0.074,0.999,3.17,0.85,12.0,10.84,114.0
0.2,8.1,0.098,0.99892,3.2,0.58,9.2,8.27,122.0
0.53,4.0,0.101,0.99586,3.21,0.59,12.1,9.38,13.0
0.38,3.3,0.063,0.99468,3.3,0.73,12.0,9.03,29.0
0.03,2.6,0.076,0.99745,3.5,0.6,9.8,7.619999999999999,113.0
0.47,1.4,0.056,0.99695,3.22,0.82,10.3,9.92,33.0
0.05,2.2,0.084,0.9959,3.22,0.55,9.9,8.940000000000001,42.0
0.59,1.4,0.414,0.99702,3.03,1.34,9.2,8.96,61.0
0.36,5.9,0.074,0.9978,3.33,0.83,10.5,7.75,99.0
0.37,0.9,0.049,0.99007,2.89,0.44,12.7,8.18,145.0
0.04,1.6,0.054,0.9927,3.54,0.62,12.2,5.68,125.0
0.66,6.2,0.088,0.9988,3.11,0.99,13.3,12.025,30.0
0.09,2.5,0.091,0.9976,3.34,0.86,10.6,9.219999999999999,69.0
0.51,2.0,0.121,0.9996,3.24,0.76,10.4,12.280000000000001,27.0
0.68,2.9,0.085,1.0014,3.06,0.8,10.0,14.114999999999998,60.0
0.49,2.6,0.084,0.9987,3.35,0.57,9.7,9.45,96.0
0.42,2.3,0.075,0.99434,3.14,0.71,11.8,8.82,31.0
0.4,4.7,0.055,0.99738,3.38,0.66,11.6,8.84,12.0
0.01,2.2,0.07,0.9967,3.32,0.58,11.0,9.145000000000001,19.0
0.25,2.2,0.118,0.99616,3.15,0.53,9.8,8.9,47.0
0.3,2.2,0.088,0.99725,3.25,1.18,10.5,7.44,114.0
0.49,2.7,0.088,0.9982,3.42,0.9,10.0,10.05,48.0
0.05,4.65,0.086,0.9962,3.41,0.39,10.9,7.925,15.0
0.18,3.8,0.176,0.9986,3.16,0.88,9.2,9.52,197.0
0.33,2.4,0.076,0.99599,3.27,0.81,11.0,8.549999999999999,58.0
0.09,2.0,0.067,0.99418,3.28,0.57,11.8,8.94,15.0
0.51,2.6,0.052,0.995,3.32,0.9,13.4,9.3,40.0
0.38,2.5,0.094,0.9979,3.31,0.7,10.8,8.72,84.0
0.1,2.6,0.084,0.9976,3.39,0.49,9.7,8.405,35.0
0.26,2.0,0.096,0.99738,3.25,0.42,9.6,9.955,40.0
0.16,2.0,0.101,0.9962,3.14,0.57,11.0,9.325,62.0
0.17,2.9,0.084,0.99818,3.23,0.54,9.6,9.440000000000001,155.0
0.56,2.0,0.073,0.99534,3.15,0.73,11.4,10.22,11.0
0.19,4.0,0.094,0.99787,3.22,0.5,10.0,9.41,99.0
0.32,2.8,0.08,0.9974,3.31,0.64,10.3,8.23,87.0
0.0,3.9,0.086,0.9976,3.46,0.54,9.5,7.76,62.0
0.46,2.5,0.073,1.0001,3.05,0.64,9.5,11.3,32.0
0.4,2.2,0.068,0.99486,3.27,0.75,12.6,9.280000000000001,40.0
0.22,2.3,0.075,0.99688,3.24,0.54,9.5,8.715,94.0
0.16,2.1,0.074,0.99606,3.37,0.55,9.7,7.655,33.0
0.67,5.2,0.086,0.9988,3.22,0.69,13.4,11.92,25.0
0.1,2.2,0.062,0.99512,3.52,0.76,11.2,6.45,90.0
0.33,2.5,0.099,0.99818,3.24,0.71,10.8,11.25,58.0
0.51,4.0,0.104,0.9996,3.28,0.97,10.1,11.68,27.0
0.06,2.0,0.079,0.99697,3.39,0.62,10.1,8.3,60.0
0.48,2.1,0.097,0.9975,3.04,1.03,9.3,9.17,184.0
0.02,1.3,0.072,0.9965,3.17,1.08,9.2,8.28,29.0
0.03,3.2,0.071,0.995,3.61,0.49,12.7,7.265000000000001,85.0
0.3,1.7,0.059,0.9949,3.29,0.47,10.8,7.96,58.0
0.02,2.1,0.067,0.997,3.47,0.67,9.4,7.64,32.0
0.04,1.5,0.076,0.99508,3.26,0.53,9.6,8.225,23.0
0.35,3.3,0.092,0.99798,3.21,0.69,10.5,10.93,94.0
0.49,2.8,0.075,0.9994,3.14,0.57,11.4,13.299999999999999,24.0
0.25,2.0,0.104,0.9963,3.04,0.9,10.1,10.47,101.0
0.66,2.4,0.123,0.99642,3.2,0.53,11.9,11.66,11.0
0.0,2.8,0.095,0.99822,3.33,0.6,10.4,9.43,60.0
0.4,2.4,0.071,0.9963,3.56,0.73,10.6,6.87,27.0
0.34,2.2,0.073,0.9936,3.28,0.66,12.4,8.48,41.0
0.74,2.6,0.095,0.9994,3.2,0.77,10.8,13.100000000000001,37.0
0.25,1.8,0.103,0.9957,3.38,0.55,9.2,5.5200000000000005,63.0
0.0,3.0,0.102,0.99586,3.43,0.46,10.0,8.2,23.0
0.31,2.2,0.09,0.9994,3.18,0.63,10.2,10.59,88.0
0.44,2.7,0.104,0.99732,3.33,0.78,11.0,8.12,25.0
0.05,5.7,0.082,0.99808,3.4,0.52,10.2,7.975,17.0
0.2,2.4,0.075,0.99467,3.58,0.67,12.5,6.58,65.0
0.0,2.3,0.068,0.99292,3.58,0.59,12.5,6.49,48.0
0.28,1.9,0.11,0.9972,2.93,1.95,9.9,9.09,156.0
0.27,2.0,0.08,0.99652,3.29,0.48,9.8,8.83,74.0
0.01,2.3,0.08,0.9955,3.42,0.58,10.7,7.6899999999999995,70.0
0.49,4.3,0.085,1.0021,3.3,0.68,12.7,13.47,53.0
0.0,1.6,0.069,0.99396,3.33,0.37,10.4,7.21,12.0
0.18,2.4,0.243,0.99612,3.4,0.6,10.3,7.665,53.5
0.56,2.1,0.093,0.99925,3.14,0.71,10.9,12.38,30.0
0.29,1.6,0.114,0.9974,3.26,1.56,9.1,8.41,38.0
0.29,2.5,0.096,0.9962,3.42,0.65,11.0,7.449999999999999,73.0
0.27,2.1,0.088,0.9962,3.26,0.47,10.0,9.114999999999998,30.0
0.15,1.9,0.079,0.9972,3.31,0.54,9.6,8.96,59.0
0.14,2.1,0.064,0.99323,3.35,0.61,12.1,7.73,44.0
0.1,2.1,0.085,0.9956,3.34,0.52,10.2,7.4399999999999995,119.0
0.47,2.65,0.085,0.99736,3.24,0.77,12.1,11.52,43.0
0.48,1.8,0.077,0.9968,3.39,0.53,9.4,9.120000000000001,89.0
0.05,3.6,0.107,0.9972,3.4,0.63,10.1,7.97,26.0
0.6,2.1,0.074,0.99814,3.38,0.72,10.6,7.369999999999999,42.0
0.0,2.2,0.1,0.99544,3.59,0.68,11.4,7.18,113.0
0.49,2.2,0.096,0.99714,3.31,0.67,10.1,8.19,80.0
0.08,2.1,0.071,0.99376,3.56,0.77,11.1,6.510000000000001,40.0
0.5,2.3,0.068,0.996,3.1,0.87,11.4,10.83,32.0
0.49,2.9,0.094,0.9982,3.08,0.61,9.2,9.54,151.0
0.02,2.4,0.062,0.99627,3.54,0.6,11.0,7.455,38.0
0.18,1.8,0.07,0.997,3.44,0.6,9.1,7.75,53.0
0.52,2.0,0.088,0.99613,3.29,0.58,11.1,9.87,63.0
0.32,1.9,0.082,0.9968,3.2,0.55,9.5,8.39,161.0
0.3,2.1,0.083,0.997,3.44,0.52,9.4,7.61,107.0
0.55,2.1,0.071,0.9986,3.11,0.62,10.8,12.180000000000001,24.0
0.03,2.3,0.054,0.99508,3.45,0.63,11.5,7.640000000000001,23.0
0.49,4.6,0.073,0.9978,3.02,0.61,9.5,12.82,62.0
0.3,1.8,0.073,0.99685,3.42,0.59,9.5,7.58,101.0
0.51,1.7,0.08,0.9982,3.2,0.89,9.4,10.78,34.0
0.39,1.5,0.08,0.99652,3.47,0.73,10.9,9.66,96.0
0.4,2.6,0.083,0.99782,3.3,0.48,9.4,8.93,84.0
0.48,3.1,0.09,0.9986,3.17,0.53,10.5,11.45,26.0
0.31,2.3,0.082,0.9982,3.52,0.65,9.7,7.989999999999999,94.0
0.0,1.4,0.057,0.99448,3.36,0.45,9.5,6.5,41.0
0.66,2.2,0.074,1.0008,3.25,0.57,9.0,12.18,57.0
0.23,2.1,0.08,0.99538,3.36,0.7,10.9,7.34,130.0
0.04,3.0,0.077,0.9987,3.69,0.91,9.4,7.44,34.0
0.52,1.9,0.09,0.99648,3.36,0.67,10.4,8.71,32.0
0.46,2.1,0.095,0.99488,3.26,0.56,11.3,9.07,49.0
0.07,2.4,0.09,0.9979,3.43,0.76,9.7,8.030000000000001,48.0
0.4,2.4,0.052,0.99356,3.33,0.7,12.8,8.479999999999999,14.0
0.29,4.8,0.07,0.99577,3.53,0.54,11.1,7.715,54.0
0.21,4.1,0.074,0.99842,3.53,0.72,9.25,7.74,81.0
0.47,1.8,0.118,0.9982,3.3,0.75,9.8,11.290000000000001,20.0
0.01,1.9,0.076,0.99668,3.39,0.54,9.6,8.620000000000001,39.0
0.1,1.7,0.075,0.99581,3.09,0.43,9.7,8.790000000000001,31.0
0.56,2.0,0.118,0.9968,3.24,0.66,9.4,8.745,164.0
0.03,1.5,0.086,0.99522,3.53,0.57,10.6,7.460000000000001,82.0
0.37,1.9,0.081,0.99674,3.12,0.65,11.2,11.1,46.0
0.1,1.6,0.09,0.99745,3.31,0.65,9.55,9.375,15.0
0.26,1.9,0.062,0.9966,3.39,0.64,9.6,8.19,40.0
0.54,2.1,0.114,0.99719,3.33,0.57,10.3,7.78,12.0
0.64,2.9,0.122,0.998,3.23,0.66,12.5,10.559999999999999,51.0
0.0,2.5,0.081,0.99798,3.38,0.46,9.6,8.83,36.0
0.42,2.0,0.069,0.9982,3.16,0.72,11.5,10.8,72.0
0.04,2.2,0.119,0.9962,3.21,0.6,10.9,9.350000000000001,70.0
0.33,3.3,0.046,0.99294,3.36,0.62,12.2,6.79,65.0
0.47,2.5,0.087,0.99772,3.15,0.5,10.5,9.8,26.0
0.0,1.9,0.058,0.9977,3.18,0.63,10.4,9.7,15.0
0.1,2.1,0.073,0.99638,3.29,0.75,10.9,8.834999999999999,85.0
0.06,2.7,0.077,0.99746,3.51,0.54,9.5,7.82,100.0
0.35,1.7,0.054,0.99458,3.32,0.8,11.9,8.1,22.0
0.26,1.7,0.063,0.9915,3.39,0.54,13.5,6.09,14.0
